Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,NEG LEVEL,REASON
gold medal gymnastics camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
boy scouts camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
girls basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
mega sports camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
high school summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
horseback riding camps near me,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Exact match (close variant),None,1,2,3.26,0.00,OK,,Appears relevant
long island camps for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,1,4,2.58,0.00,OK,,Appears relevant
badger sports club,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camp forest hills,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
swimming camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,2,2.68,0.00,OK,,Appears relevant
summer camp near me near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
luhi summer basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
badger camp larchmont,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,2,2.77,0.00,OK,,Appears relevant
camp for 14 year old girl,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
future stars camp patchogue,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,3,8,0.80,0.00,OK,,Brand term matched: 'future stars'
volleyball camps summer 2026 near me,CM - pMax - Portland (MxConv),--,Performance Max,None,1,4,2.00,0.00,OK,,Appears relevant for Portland market
robin hood camp maine,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
tennis racket sizes,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
day camps in westchester ny,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,,Appears relevant
summer camps for kids long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,1,2,2.82,0.00,OK,,Appears relevant
girls volleyball camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
harbor summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
prospect softball camps,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
5 year old summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
rising stars summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
gymnastics summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
tennis summer camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
lake grove summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,,Appears relevant
volleyball for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
summer camp 6th grade,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
springfield college football camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
summer camps for 2 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,2.88,0.00,OK,,Appears relevant
phelps lane camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camps for 6 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
kids strong summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
swim camps summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
overnight girls basketball camps,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
st joseph's volleyball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,2,5,7.80,0.00,OK,,Appears relevant for Portland market
day camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,,Appears relevant
summer camp for kids,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
tennis courta near me,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,,Appears relevant
basketball camp for kids,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
oasis summer camp,CM - Competitors - OldW - (Mx.Clicks),Competitors,Exact match,Added,0,2,0.00,0.00,OK,,Competitor matched: 'oasis'
ninja summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
st patrick's basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
lavner education summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
baldwin ny summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,2.80,0.50,OK,,Appears relevant
camps in nassau county,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,7,0.00,0.00,OK,,Appears relevant
hawthorne summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
laurel hill summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
theater camp kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
baldwin summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
camp parkwood great neck,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camps on long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,1,8,2.89,0.00,OK,,Appears relevant
crestwood day camp cost,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
sachem cys summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
william floyd summer sports camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
gymnastic camp near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,2,2.90,0.00,OK,,Appears relevant
volleyball summer camps,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match (close variant),None,1,4,2.67,0.00,OK,,Appears relevant
school camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,5,0.00,0.00,OK,,Appears relevant
hofstra summer programs for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,2,2.67,0.00,OK,,Appears relevant
youth summer programs,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
softball clinic near me,CM - pMax - Portland (MxConv),--,Performance Max,None,0,1,0.00,0.00,OK,,Appears relevant for Portland market
summer camp dancing,CM - Nonbranded - Other Geos (MxConv),Dance Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
kids summer art camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp smithtown ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
mamaroneck camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
tiger basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
day camps on long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,2,4,5.60,0.00,OK,,Appears relevant
football camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
smithtown summer recreation 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
longwood summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
harbor day school summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
volleyball summer near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
westchester summer camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
soccer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,5,43,13.69,0.00,OK,,Appears relevant
teen volleyball summer camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,,Appears relevant
kids summer camps long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
east woods camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,2,2.80,0.00,OK,,Appears relevant
summer day camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
frenchwoods,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer soccer near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer programs for teens,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
inexpensive summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
echo lake camp new york,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
future stars brentwood,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,5,22,5.85,0.00,OK,,Brand term matched: 'future stars'
adventure camp near me,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,,Appears relevant
tennis camp 5 year old,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,3,0.00,0.00,OK,,Appears relevant
basketball summer camps in long island,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer camp hempstead ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,10,2.79,0.00,OK,,Appears relevant
lynbrook summer programs,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
youth sports camp near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
booster camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
volleyball camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,17,2.66,0.00,OK,,Appears relevant
mitchell pehlke lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,,Appears relevant
laurel hill camp setauket,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer programs teens,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
hampstead summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
port jefferson summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,5,0.00,0.00,OK,,Appears relevant
cooper flagg pro camp,CM - pMax - Portland (MxConv),--,Performance Max,None,1,1,3.09,0.00,OK,,Appears relevant for Portland market
ta basketball camp,CM - pMax - Portland (MxConv),--,Performance Max,None,0,2,0.00,0.00,OK,,Appears relevant for Portland market
camp ketcha maine,CM - pMax - Portland (MxConv),--,Performance Max,None,1,7,3.18,0.00,OK,,Appears relevant for Portland market
fc stars soccer camp,CM - pMax - Portland (MxConv),--,Performance Max,None,1,1,3.91,0.00,OK,,Appears relevant for Portland market
apex tennis camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
levittown summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
st james summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
cheerleading camps for beginners near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,2,2.68,0.00,OK,,Appears relevant
skating camps near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
summer day camps in long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
music camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
camp alvernia centerport ny,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,1,2.90,0.00,OK,,Appears relevant
cheapest summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,2.85,0.00,OK,,Appears relevant
summer sports camps near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),None,2,3,5.68,0.00,OK,,Appears relevant
summer youth camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
football camps near me,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Exact match,Added,2,13,5.52,0.00,OK,,Appears relevant
st francis prep volleyball camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
teens summer programs,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
summer camp silver lake,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,,Appears relevant
ybl summer camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,1,1,2.71,0.00,OK,,Appears relevant
summer camp ages,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,,Appears relevant
beaver lake day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
specialty camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,,Appears relevant
math summer camp elementary,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,3.06,0.00,OK,,Appears relevant
soccer camp summer,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,,Appears relevant
